account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words
maybelline_es,https://www.instagram.com/maybelline_es/p/DHwXI2CvrHS/,"La máscara más viral está dispo en tu tono ideal 💖

Sky High no solo te da longitud infinita y volumen extremo, también te ayuda a realzar el color de tus ojos, toma nota:

🖤 VERY BLACK: intensidad absoluta para cualquier ocasión. 
🤎 BROWN: sutil y elegante, perfecto para un efecto natural. 
💚 GREEN ALTITUDE: realza los ojos marrones. 
💜 PLUMP TWIGHTLIGHT: ideal para ojos verdes y avellana. 
💙 BLUE MIST: el must-have para iluminar ojos claros.
✨ SPACE DIAMOND: perfect para aportar  luz a tu mirada. 

#SkyHigh #PestañasConAlturaYMásAllá #Maybelline #productosvirales #makeup #maquillajelowcost",598,820,14,2025-03-28T20:00:14.000Z,Friday,20,False,False,carrusel,6,0,5,False,False,469000,620,0.0018,0.0171,positivo,0,0.0645,otro,40.9,1,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHvnEl8u1hz/,"SKY HIGH Green Altitude ya está aquí💚

Si tienes los ojos marrones, este tono de SKY HIGH será tu mejor apuesta: longitud sin límites, volumen redefinido y un color que realza el tono natural de tus ojos 👀

 Su fórmula con extracto de bambú es ligera y súper fácil de aplicar 🥰

¡Consigue unas #PESTAÑASCONALTURA con un acabado con color!

#SkyHigh #PestañasConAlturaYMásAllá #Maybelline #productosvirales #makeup #maquillajelowcost",432,301,14,2025-03-28T13:00:16.000Z,Friday,13,False,False,carrusel,7,0,2,False,False,469000,620,0.0007,0.0465,neutro,1,0.1061,otro,32.91,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHtyVAXPBOk/,"Truco REAL para tener el color de los labios intacto 🤩

Si tienes días en los que no puedes parar para retocar tu makeup, NECESITAS Super Stay Matte Ink ❤️, dura hasta 16 horas y no se corre 🫢

Y ahora lo encuentras hasta en Mercadona 👀

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",303,211,10,2025-03-27T20:00:13.000Z,Thursday,20,False,False,foto,4,0,1,False,False,469000,620,0.0005,0.0474,positivo,0,0.0769,otro,13.59,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHqdd_Du28M/,"Olvídate de los retoques hasta 16 horas💋

Nuestro Super Stay Matte Ink tiene una fórmula efecto tinta que se adapta a tus labios sin cuartearse ni resecar, puedes hacer lo que quiera, comer lo que sea y estará perfect 🤭

Toma nota de este #makeuptip para conseguir un acabado perfecto:

💖 Aplícalo sobre tus labios bien limpios, sin bálsamo graso y déjalo secar unos minutos antes de continuar tu rutina de maquillaje, ¡notarás la diferencia!

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",509,303,10,2025-03-26T13:00:11.000Z,Wednesday,13,False,False,foto,5,0,2,False,False,469000,620,0.0007,0.033,positivo,1,0.0625,rutina,15.4,1,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHn4rJ5OkNP/,"Real que no hay un rojo más bold 💋 
Real que es Matte Ink

Real que hablamos de Super Stay Matte Ink, que además de su acabado mate, sus tonos ultra saturados que pigmentan muchísimo DURA hasta 16 horas, sin retoques 😍

Gracias a su aplicador exclusivo en forma de flecha puedes tener una aplicación más precisa par unos morritos 🔝 

Nos tiene así 🥰

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",416,262,4,2025-03-25T13:00:09.000Z,Tuesday,13,False,False,foto,4,0,3,False,False,469000,620,0.0006,0.0153,positivo,0,0.0571,otro,0.13,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHlT4LauzLk/,"Pizzas, copas o besos... ¡Nada mueve este💄!

Es Super Stay Matte Ink ❤️ el labial de larga duración tiene una fórmula efecto tinta para que tengas unos labios de 10/10 hasta por 16 horas 🔝

REAL que te puedes olvidar de las manchas y los retoques 🍕🍷, REAL que es MATTE INK 

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",340,253,4,2025-03-24T13:00:09.000Z,Monday,13,False,False,foto,4,0,4,False,False,469000,620,0.0005,0.0158,positivo,1,0.0702,otro,47.56,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHivFyQSpLO/,"Morritos irresistibles a prueba de TODO 💖

REAL que Super Stay Matte Ink es lo que estabas buscando 🤭 
✔️Hasta 16 horas de duración
✔️ Fórmula tinta líquida
✔️ Aplicación ultra precisa
✔️ Cobertura total en una sola pasada

¿Lo has probado ya?👇

#SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",312,328,3,2025-03-23T13:00:13.000Z,Sunday,13,False,False,foto,5,0,2,True,False,469000,620,0.0007,0.0091,positivo,0,0.1042,otro,21.71,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHgKSuRuKOY/,"Real que es dificilísimo elegir solo uno ✨

Si eres amante de nuestros SUPER STAY MATTE INK te proponemos un reto, elegir uno solo de entre estos tonos🤯

¿A cuál de ellos serías incapaz de resistirte? Te leemos 👀

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #Maybelline",279,317,10,2025-03-22T13:00:12.000Z,Saturday,13,False,False,foto,4,0,1,True,False,469000,620,0.0007,0.0315,positivo,0,0.0909,otro,28.41,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHdlfoHM63N/,"Haces de todo y no se va 💄💖

Si quieres que tus labios estén full de color todo el día y sin retoques, tenemos el 💄que te enamorará en el primero uso: SUPER STAY MATTE INK 😍

REAL que lo aguanta TODO hasta 16 horas, REAL que es MATTE INK 💋

#Makeuptip 👑
Utiliza un desmaquillante bifásico waterproof para retirarlo sin esfuerzo 😉

SuperStayMatteInk #16hdecolorfijo #Maquillaje #Makeup #BRESHxMAYBELLINE",402,118,3,2025-03-21T13:00:10.000Z,Friday,13,False,False,foto,5,0,7,False,False,469000,620,0.0003,0.0254,positivo,0,0.0735,otro,3.23,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHV3HLsOrHF/,"Corrección nivel experto💖

Consigue una piel 🔝 todos los días con los Borradores Correctores de colores que se convertirán en tus mejores aliados para neutralizar las imperfecciones👇

✨Verde: rojeces y granitos
✨Amarillo: manchas
✨Rosa: ojeras marcadas
✨Violeta: ilumina la piel apagada

Una vez uses el corrector, aplica el icónico Borrador Corrector en tu tono fav y finaliza con tu base de maquillaje. El resultado te dejará así 🫢

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",544,670,15,2025-03-18T13:00:13.000Z,Tuesday,13,False,False,foto,9,0,3,False,False,469000,620,0.0015,0.0224,negativo,0,0.1169,otro,1.83,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHTSUK1z2ls/,"El segundo paso 🔝para corregir tus imperfecciones💖

Consigue una piel ideal todos los días con los Borradores Correctores de #Maybelline, se convertirán en tus mejores aliados para neutralizar las imperfecciones en dos pasos👇

1️⃣Elige el Borrador Corrector de color ideal para tu imperfección. 
2️⃣Aplica el ICÓNICO BORRADOR CORRECTOR en tu tono fav para un acabado perfecto.

El resultado te dejará así 🫢

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",517,207,1,2025-03-17T13:00:11.000Z,Monday,13,False,False,foto,10,0,3,False,False,469000,620,0.0004,0.0048,positivo,0,0.1408,otro,17.58,1,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHRdmNxyetS/,"El icónico Borrador Corrector lo borra TODO 💖🫢

Además dura hasta 12 horas⏰ gira, aplica y difumina 🙂

Comenta, ¿para qué lo usas?
👀Borrar ojeras 
🥰Tapar imperfecciones 
✨Iluminar 

Os leemos 👇

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",304,3048,14,2025-03-16T20:00:13.000Z,Sunday,20,False,False,carrusel,9,0,4,True,True,469000,620,0.0065,0.0046,neutro,0,0.225,otro,12.0,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHQthXqTqii/,"Nadie se puede resistir al Nº1 ⭐

El Borrador Corrector icónico de #Maybelline es el favorito de TODO el mundo, incluida  @gigihadid 👑

🗨️Comenta ¿qué es lo que más te gusta de este productazo 🔝?

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",306,206,0,2025-03-16T13:00:11.000Z,Sunday,13,False,False,foto,10,1,3,True,True,469000,620,0.0004,0.0,neutro,0,0.2273,otro,16.83,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHOIuY-t2Dy/,"Si es viral, por algo será 😏
Nuestro borrador corrector está devorando en términos de camuflar las bolsas de los ojos 🤯 Toma nota de este #makeuptip para aplicarlo de la forma más 🔝

💡 Ilumina con un tono claro en la zona inferior del ojo. 💡 Corrige con un tono oscuro sobre la bolsa para equilibrar. 💡 Difumina bien para un acabado natural. ¡Y listo!

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",462,3155,8,2025-03-15T13:00:10.000Z,Saturday,13,False,False,foto,10,0,5,False,False,469000,620,0.0067,0.0025,positivo,1,0.1333,otro,28.71,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHLj8YaOxqy/,"No hay duda de que amamos este productazo 💖

Nadie se puede resistir al icónico Borrador Corrector de #Maybelline ni 
@rupaulofficial 👑, las razones sobran: está disponible en 12 tonos, dura todo el día y es ideal para borrar, corregir e iluminar 🔥

Un imprescindible para TODOS los días ✨

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",400,176,3,2025-03-14T13:00:13.000Z,Friday,13,False,False,carrusel,10,1,3,False,False,469000,620,0.0004,0.017,positivo,0,0.1695,otro,-10.5,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHI_IgqzCMY/,"Despídete de las ojeras hundidas 👀

Si notas que tus ojeras se ven muy profundas, tenemos el #makeuptip que necesitas 💡 Con solo dos tonos del icónico Borrador Corrector, lograrás un efecto óptico que iguala la piel y elimina el aspecto hundido 🤯

✨ Paso 1: Aplica un tono medio en la zona inferior del ojo y difumina bien. ✨ Paso 2: Usa un tono más claro solo en la parte más hundida para darle luz y crear volumen.

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",527,341,3,2025-03-13T13:00:10.000Z,Thursday,13,False,False,foto,10,0,2,False,False,469000,620,0.0007,0.0088,neutro,0,0.1136,otro,27.9,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHGaV1fNnG0/,"Existe un Borrador Corrector ideal para cada piel 💖

No importa si tienes la piel clara, media u oscura, #Maybelline tiene 12 tonos para todas las pieles 🔥 lo confirma  la más 🔝 @naomi 

Olvídate de las imperfecciones y disfruta de una piel 🔝durante todo el día.

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",373,216,2,2025-03-12T13:00:10.000Z,Wednesday,13,False,False,foto,10,1,4,False,False,469000,620,0.0005,0.0093,positivo,0,0.1786,otro,17.12,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHD1i4fuQ2j/,"Borra las ojeras  y las imperfecciones modo fácil 😯

Si estás pasando por una racha en la que las ojeras están muy pronunciadas o tienes bastantes imperfecciones, tenemos la solución: el icónico Borrador Corrector de #Maybelline las cubre de manera uniforme hasta por 12 horas 💖

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",389,261,11,2025-03-11T13:00:10.000Z,Tuesday,13,False,False,foto,10,0,2,False,False,469000,620,0.0006,0.0421,neutro,0,0.1818,otro,-4.99,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DHBQv5atapx/,"Si tienes rojeces, granitos o imperfecciones solo debes poner el borrador corrector verde y luego usar el icónico borrador corrector de tu tono fav para terminar el lookazo💖

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",284,213,3,2025-03-10T13:00:08.000Z,Monday,13,False,False,foto,9,0,1,False,False,469000,620,0.0005,0.0141,neutro,0,0.2432,otro,-4.49,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG_cCCGzhub/,"Dinos tu imperfección y te decimos cómo camuflarla 🤩

Si tienes granitos, rojeces, ojeras poco o muy marcadas, manchas de la edad o piel opaca… No pasa nada, #Maybelline tiene borradores correctores para ayudarte 💖

Comenta con qué necesitas ayuda y te decimos el borrador corrector que utilizar 👇

Os leemos👀

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",420,1091,72,2025-03-09T20:00:12.000Z,Sunday,20,False,False,carrusel,10,0,3,False,True,469000,620,0.0025,0.066,neutro,0,0.1667,otro,-14.28,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG-r9EqsI1l/,"¡Tenemos un borrador corrector perfecto para ti 💖!

No importa si tu piel es clarita, media u oscura, el corrector número 1 de España está disponible en un montón de tonos y versiones 😮 para que elijas el que mejor va contigo y tus necesidades ✨
#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",355,145,0,2025-03-09T13:00:09.000Z,Sunday,13,False,False,foto,9,0,2,False,False,469000,620,0.0003,0.0,neutro,1,0.1636,otro,25.89,1,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG8HKUWx67W/,"5 tonos 🔝 para cada imperfección 🫢

Las imperfecciones de la piel no tienen que convertirse en un drama, los borradores correctores de colores han llegado para convertirse en tus mejores aliados 💖

Nunca más te quedarás en casa por culpa de una imperfección 👑

¿Para qué sirve cada color?👇

💚Verde: Camufla rojeces, granitos e imperfecciones 
🩷Rosa: Ideal para cubrir las ojeras
💛Amarillo: Oculta las manchas de la edad
💜Violeta: Le da luz a la piel apagada 

¡Y no te olvides del icónico borrador corrector multiusos, nuestro Nº1! 

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",643,1672,30,2025-03-08T13:00:10.000Z,Saturday,13,False,True,foto,9,0,7,True,False,469000,620,0.0036,0.0179,positivo,1,0.0928,otro,18.0,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG5iYYcOkIC/,"💖 Corrige e ilumina SIN marcar arrugas 💖

El icónico Borrador Corrector no solo difumina ojeras y signos de cansancio, sino que también hidrata la piel para evitar que el producto se acumule en las líneas de expresión 😝

Aplícalo así  para conseguir un resultado aún mejor 👇🏼
 ✨ Hidrata bien la piel antes de usarlo ✨ Aplica poca cantidad y difumina a ligeros toquecitos ✨ Si sellas con polvos, evita echar en exceso

 #BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",528,271,3,2025-03-07T13:00:15.000Z,Friday,13,False,False,carrusel,9,0,5,False,False,469000,620,0.0006,0.0111,neutro,0,0.1084,otro,-27.26,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG29kfVvMoC/,"Camufla los granitos hasta por 12 horas ✨👀

Todes hemos tenido un granito que queremos esconder🫢, para eso ha llegado el Borrador Corrector verde de #Maybelline, que gracias a su alta cobertura es ideal para ocultar las imperfecciones por muchas horas 💖

Obtén los resultados que esperas con estos tips 👇
💧Utiliza una pequeña cantidad de producto porque cubre bastante 
☝️Difumina a toquecitos 
🩷Finaliza con tu tono fav del icónico borrador corrector

Nunca más volverás a cancelar un plan por culpa de un granito😉

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",626,523,5,2025-03-06T13:00:10.000Z,Thursday,13,False,False,foto,10,0,5,False,False,469000,620,0.0011,0.0096,positivo,0,0.1075,otro,-42.43,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DG0YxpFOoqv/,"Si tienes granitos o rojeces este es el corrector que necesitas 💚

El Borrador Corrector verde es el ideal para disimular rojeces, granitos y cicatrices 😯 solo debes poner un poco de producto en la zona afectada y difuminar✨ Combínalo con el icónico borrador corrector para conseguir un resultado aún mejor 🔝

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",419,229,4,2025-03-05T13:00:11.000Z,Wednesday,13,False,False,foto,9,0,3,False,False,469000,620,0.0005,0.0175,positivo,0,0.1475,otro,-29.99,0,0
maybelline_es,https://www.instagram.com/maybelline_es/p/DGx3GqRszov/,"Parece magia, pero es el Borrador Corrector⭐

Utilízalo en el tono rosa y comprueba cómo esas ojeras que parecen imposibles de eliminar desaparecerán fácilmente 🥰 Aplica algunos puntos en las zonas más oscuras y difumina a toquecitos para conseguir el mejor resultado 💖

#Makeuptip: Si utilizas polvo para sellar asegúrate de aplicar una cantidad mínima para evitar que se cuartee✨

#BorradorCorrector #Maquillaje #Makeup #Ojeras #Corrector #productosvirales #maquillajetips #Manchas #Rojeces",492,418,11,2025-03-04T13:27:28.000Z,Tuesday,13,False,False,foto,10,0,1,False,False,469000,620,0.0009,0.0263,neutro,0,0.1449,otro,-26.58,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJeVQ_1IEAu/,"aquí tenéis el making de cómo me preparé para la premiere de Enemigos con @revlon_es , qué día más guay, ¿os gusta?????? 🥰🥰🥰🥰 pd. TODXS A VERLA A LOS CINES!!!!!",160,703,76,2025-05-10T13:06:46.000Z,Saturday,13,False,False,reel,0,1,0,True,False,951000,551,0.0008,0.1081,neutro,5,0.0,otro,80.83,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJbT0rJMA1m/,"Maquíllate conmigo y @revlon_es para un día de Feria 💃✨

#Revlonespaña #RevlonColorStay #FeriadeSevilla",103,501,30,2025-05-09T08:52:19.000Z,Friday,8,False,False,reel,3,1,1,False,False,951000,551,0.0006,0.0599,neutro,0,0.2308,otro,18.41,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJR_sHst_iP/,"✨Seguimos homenajeando a nuestras madres porque un día no es suficiente para celebrar todo lo que nos han dado ✨

❤️Ayer fue el Día de la Madre, y hoy @beadeolives ha querido rendirle un tributo muy especial: recreando uno de sus looks de juventud, usando los consejos (¡y el maquillaje!) que siempre le daba su madre 💄

Y este es el resultado… ¿qué os parece?✨🥰

¡Nosotras estamos IN LOVE!

#DíaDeLaMadre #HomenajeRevlon #MaquillajeConHistoria #ComoMamá",454,142,6,2025-05-05T18:00:00.000Z,Monday,18,False,False,reel,4,1,1,True,False,951000,551,0.0002,0.0423,positivo,2,0.0548,otro,35.11,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJL_KsttHH3/,"¡Celebramos el Día de la Madre! ❤️

Seguro que much@s estáis pensando ya en todos esos planes y regalos para celebrarlo como se merece 💐🎁

Desde Revlon, amamos a nuestras madres…
Y en especial a esas que nos enseñaron a maquillarnos 💄, a expresarnos y a disfrutar del maquillaje para ser quienes queramos ser ✨

Hoy empezamos a homenajearlas, porque se lo merecen TODO ❤️

Y atentos, porque en breve  os traemos una súper sorpresa para regalar (y disfrutar) con vuestras madres 👩‍👧🎉

¡Que vivan las madres guays!

@delsol.ugc 

#revlon #revlonespaña #dìadelamadre #",565,93,11,2025-05-03T10:00:07.000Z,Saturday,10,False,False,reel,3,2,6,False,False,951000,551,0.0001,0.1183,neutro,2,0.0323,otro,37.07,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJHsenXtBSY/,"💄Super Lustrous Lipstick es la barra de labios ícono de Revlon, ¡y no es de extrañar! 

Su perfecta combinación de color intenso y una fórmula súper hidratante lo convierte en el favorito de todos.🤭

Estos tonos nos encantan y son ideales para la primavera, con su toque nude pero llamativo, y su textura cremosa que brilla con el sol.❤️✨

¿Os gustan estos tonos?🥰

#Revlon #SuperLustrous #LabiosDePrimavera",407,98,3,2025-05-01T18:00:00.000Z,Thursday,18,False,True,reel,3,0,1,True,False,951000,551,0.0001,0.0306,neutro,1,0.0455,otro,51.16,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DJFKCuhOHix/,"💋SHE IS AN ICON 💄

Los labiales Super Lustrous son sin duda uno de nuestros favoritos. Desde los más mate hasta los más cremosos, todos sus tonos y variedades nos tienen enamoradas.✨

Perfectos para cualquier ocasión en la que quieras unos labios impecables.❤️

¿Cuál es tu favorito?🥰

#Revlon #SuperLustrous #LabiosPerfectos",325,145,8,2025-04-30T18:21:47.000Z,Wednesday,18,False,False,reel,3,0,2,True,False,951000,551,0.0002,0.0552,positivo,0,0.06,otro,63.95,1,0
revlon_es,https://www.instagram.com/revlon_es/reel/DI9hV2oO3-u/,"✨ ¿Confirmamos que este es el mejor momento de todos?

Cuando te preparas para crear un buen makeup… 😍

¿Vosotr@s también lo disfrutáis tanto ? 🤭

#Revlon #MomentoDeMaquillaje #revlonespaña",189,294,7,2025-04-27T19:12:05.000Z,Sunday,19,False,False,reel,3,1,1,True,False,951000,551,0.0003,0.0238,neutro,0,0.1034,otro,49.48,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DI3tXyMNN5G/,"✨ Maquillaje diario en 3 pasos ✨

¿Poco tiempo y las mismas ganas de elevar tu look? Tenemos la fórmula perfecta:

💁‍♀️ Máscara ColorStay Full Time para una mirada definida al instante.
🌸 Colorete Powder Blush que da ese toque de frescura natural.
💄 ColorStay Limitless Matte, para unos labios que hablan por ti.

Tres favoritos, un solo look, y en minutos estás lista.
Simple, rápido y con el poder de verte como tú quieres.

@andreass.ugc 

#MaquillajeRápido #BeautyDiaria #3Favoritos",486,101,2,2025-04-25T14:18:40.000Z,Friday,14,False,False,reel,3,1,3,True,False,951000,551,0.0001,0.0198,positivo,0,0.038,otro,50.91,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIwoIpDth1Y/,"💄 ¿A quién más le ha pasado que no puede compartir maquillaje con su BFF?

Aquí está la clave: elegir los tonos perfectos para ti. Ya sea cálido o frío, cada uno tiene su favorito 😜

Cuéntanos si te ha pasado alguna vez 🤭❤️

#Revlon #RevlonEspaña #Makeup #Friends",263,121,3,2025-04-22T19:00:00.000Z,Tuesday,19,False,False,reel,4,0,2,True,False,951000,551,0.0001,0.0248,neutro,0,0.0833,otro,67.53,1,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIuDaMwt9LZ/,"💄✨ Cualquier momento es perfecto para darte un toque de color, sobre todo cuando el día está gris.

Lleva tu neceser de Revlon a todas partes y retócate los labios cuando quieras, donde quieras.

Que nada impida verte bien .🥰

#Revlon #RevlonEspaña #SuperLustrus #Street",270,112,10,2025-04-21T19:39:27.000Z,Monday,19,False,False,reel,4,0,1,False,False,951000,551,0.0001,0.0893,neutro,0,0.0909,otro,63.23,1,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIrhX44uIh_/,"El tono Catalyst Multi-Liner es uno de nuestros favoritos, ¡y te contamos por qué! 😎

Da igual tu tono de piel, siempre te va a quedar bien. 🔥 

Lo puedes aplicar como más te guste: ya sea difuminando con su brocha para un look suave, o creando trazos intensos para un acabado más audaz.

Lo mejor de todo es que, sin importar cómo lo uses, ¡siempre va a quedar ideal! 💫

¿Ya lo has probado? Queremos saber cómo lo usas. 😉

#revlon #revlonespaña #multiliner #revloncolorstay",474,109,1,2025-04-20T19:26:52.000Z,Sunday,19,False,False,reel,4,0,4,True,False,951000,551,0.0001,0.0092,positivo,2,0.0471,otro,64.53,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DImU8abN0Z6/,"💋 Con tan solo tres productos, puedes lograr un lip combo perfecto para cualquier momento del día.

🌟Corrector ColorStay Flex Wear Full Cover en el tono Créme Brulé a modo de primer
🌟Multiliner en el tono Dallying para un toque suave y definido.
🌟Barra de labios ColorStay Suede Ink en el tono No Rules para un acabado mate espectacular.
El toque final: un poco de gloss para darle ese brillo irresistible, ¡y listo! ✨

#Revlon #LipComboPerfecto #MakeupDelDía",459,132,2,2025-04-18T19:00:00.000Z,Friday,19,False,False,reel,3,0,4,False,False,951000,551,0.0001,0.0152,positivo,1,0.039,otro,53.99,2,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIcIWHfuJrq/,"Llevar el maquillaje contigo nunca había sido tan fácil y ligero. 💖 Con el Multi-Liner solo necesitas guardarlo en tu bolso y retocarte en cualquier lugar, ¡así de fácil y rápido! 🙌

Y lo mejor de todo, ¡puedes llevar más de uno contigo! 💫 Comodidad y originalidad en un solo producto.

Porque tu maquillaje debe adaptarse a tu ritmo, no al revés 😉 

@africaadalia 

#revlon #revlonespaña #nuevo #revloncolorstay",412,141,4,2025-04-14T20:05:21.000Z,Monday,20,False,False,reel,4,1,4,False,False,951000,551,0.0002,0.0284,neutro,2,0.0588,promoción,47.11,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIYU8PRtpyO/,"Hoy 13 de abril celebramos el Día Internacional del Beso, y esta vez hemos hecho lo que más nos gusta: salir a la calle y lanzar un reto 💋😘 @revlon_es 

¿Habrías acertado? 👀

#perfumesclub #beautylover #diadelbeso #reto #challenge #viral #parati #beso #kiss",257,153,14,2025-04-13T08:30:00.000Z,Sunday,8,False,False,reel,9,1,3,True,False,951000,551,0.0002,0.0915,neutro,0,0.2143,otro,53.29,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIT4YnCthnG/,"✨Dibujar unas pecas, hacerte el contouring o delinearte los labios… ¡Son solo tres de las muchas formas de usar el NUEVO ColorStay Multi-Liner!🙌🏼❤️

Un producto, infinitas posibilidades para desatar tu creatividad.👏🏻

🎨 ¿Qué otro uso se te ocurre? ¡Cuéntanos!

@beadeolives 

#Revlon #ColorStayMultiLiner #MakeupSinLímites",322,95,12,2025-04-11T15:05:04.000Z,Friday,15,False,False,reel,3,1,5,True,False,951000,551,0.0001,0.1263,neutro,2,0.0698,promoción,35.03,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIRnvbZNX8B/,"✨¡WE ARE OBSESED! El nuevo ColorStay Multi-Liner es la herramienta todo-en-uno que necesitas para lograr un look impecable.

No solo es un delineador de labios, sino también un delineador de ojos, un lápiz para contorno y un iluminador.🥰❤️

Con su fórmula de larga duración y su acabado impecable, el ColorStay Multi-Liner te permite crear un look completo con un solo producto.✨🙌🏼

¡Es la clave para resaltar tu belleza de manera rápida y sencilla, sin perder estilo ni calidad! 💋✨

@olgabeez 

#revlonespaña #revlon #revloncolorstay #new",539,175,9,2025-04-10T18:00:00.000Z,Thursday,18,False,False,reel,4,1,3,False,False,951000,551,0.0002,0.0514,positivo,2,0.0476,promoción,48.06,0,0
revlon_es,https://www.instagram.com/revlon_es/reel/DIMeJVEtk-Q/,"🎨✨ ¡Presentamos los tonos del NUEVO ColorStay Multi-Liner!

💗 Dallying: Rosa tenue .
🎀 Less Traced: Rosa marrón medio.
☕ Dynamic Doer: Beige marrón.
🤎 Catalyst: Marrón profundo neutro.
🖤 Mischief Maker: Ciruela negro.
🌟 High Point: Dorado suave con reflejos melocotón-rosado. (iluminador).

¿Cuál es tu favorito y cómo vas a darle vida en tu maquillaje?

#Revlon #RevlonEspaña #NEW #Unproductomuchosusos",403,133,0,2025-04-08T18:00:00.000Z,Tuesday,18,False,False,reel,4,0,5,True,False,951000,551,0.0001,0.0,neutro,1,0.0667,promoción,31.77,0,0
