account_name,url,caption,caption_length,likes,comments,post_date,day_of_week,hour_of_day,is_night_post,is_special_date,media_type,num_hashtags,num_mentions,num_emojis,has_question,has_call_to_action,followers,followees,engagement_ratio,comment_like_ratio,caption_sentiment,num_exclamations,hashtag_ratio,topic,readability,num_positive_words,num_negative_words
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DJXJaEVJ1fL/,"Algo con mucha calma, suavidad y equilibrio está por llegar… #ComingSoon 👀",74,372,9,2025-05-07T18:02:14.000Z,Wednesday,18,False,False,reel,1,0,1,False,False,880000,616,0.0004,0.0242,neutro,0,0.0833,otro,34.16,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DJR_6CsMCIT/,"La piel es el primer vínculo.
Con lo que amamos, con lo que nos rodea. 
A través de ella tocamos, sentimos, cuidamos.
Y también nos escuchamos.

Con ella, queremos encontrar calma, suavidad y equilibrio #Comingsoon",214,323,18,2025-05-05T18:02:59.000Z,Monday,18,False,False,reel,1,0,0,False,False,880000,616,0.0004,0.0557,neutro,0,0.0286,otro,66.79,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DJG8rmpp9BP/,"¿Sabías que muchas madres experimentan una transformación profunda en su identidad y en sus prioridades? Hoy seguimos poniendo voz a esa maternidad real, llena de sentimientos encontrados, de logros inmensos y aprendizajes constantes 🤎

Mamás, os seguimos leyendo y escuchando. Vuestra voz nos inspira cada día.✨",312,184,0,2025-05-01T11:03:18.000Z,Thursday,11,False,True,reel,0,0,0,True,False,880000,616,0.0002,0.0,positivo,0,0.0,otro,39.33,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DJBzALEtznR/,"@fatimacanto nos muestra lo que le dice a su madre a través de audios. 🤎 ¿Y tú, ya le has preguntado hoy cómo está?",115,201,1,2025-04-29T11:02:39.000Z,Tuesday,11,False,False,reel,0,1,0,True,False,880000,616,0.0002,0.005,neutro,0,0.0,otro,70.1,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DI8zO5uKcpS/,"Ser mamá no me hizo sentir fuerte al principio. Me sentí rota, culpable, perdida. Pero entendí algo: para cuidar bien a mis hijos, primero tenía que cuidarme yo. Este video es para ti, mamá. Porque tú también importas. *publi",225,5579,60,2025-04-27T12:29:50.000Z,Sunday,12,False,False,reel,0,0,0,False,False,880000,616,0.0064,0.0108,neutro,0,0.0,otro,64.43,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DI3f4Zutlcm/,"Nos han dejado sin palabras. Si eres mamá, seguramente también tengas algo que decir. ¿Cómo estás? Es tu turno; queremos oírte. 🤎",129,424,51,2025-04-25T11:03:29.000Z,Friday,11,False,False,reel,0,0,0,True,False,880000,616,0.0005,0.1203,neutro,0,0.0,otro,58.73,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DIwhloeswz8/,"A veces, ser mamá conlleva olvidarse de una misma, exigirse el doble, sentir que nunca es suficiente. Y en medio de todo eso… ¿Quién se detiene a preguntarles cómo están?

Hoy cinco madres se sientan frente a una carta y algo en ellas cambia. Lo que viene después… lo verás pronto ❤️.",284,246,0,2025-04-22T19:47:25.000Z,Tuesday,19,False,False,reel,0,0,0,True,False,880000,616,0.0003,0.0,neutro,0,0.0,otro,56.21,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DIraNOgNNJ4/,"¿Sabías que el sudor no huele? 🫠 Descubre los beneficios de este desodorante 99% natural y sin aluminio.

Beneficios Caring Microbiome Smart Deodorant🍋:
✔️ Inhibe las bacterias causantes del mal olor
✔️ Permite la transpiración natural sin obstruir los poros
✔️ Absorbe el sudor con tierra de diatomeas
✔️ Antimicrobiano, antifúngico, antiséptico y bactericida
✔️ Deja sensación de limpieza y frescor
✔️ Hidrata y repara la piel

🔍 Del antitranspirante al desodorante natural
👉🏼 La axila que ha usado antitranspirantes lleva muchos años con residuos de aluminio y otros compuestos que pueden tardar varias semanas en eliminarse del cuerpo.",639,264,10,2025-04-20T18:23:45.000Z,Sunday,18,False,False,reel,0,0,4,True,True,880000,616,0.0003,0.0379,positivo,0,0.0,otro,11.89,0,1
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DIhE2VlKTEg/,Amarte también significa cuidarte 🤎.,36,288,0,2025-04-16T18:03:40.000Z,Wednesday,18,False,False,reel,0,0,0,False,False,880000,616,0.0003,0.0,neutro,0,0.0,otro,54.73,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DIUM7bTOVQD/,Vemos que la lluvia no ha podido con @aandreaglez (y menos con su bronceado gracias al Bronzing Self-Tanning Cream) 🤎✨ ¡Estamos enamorados con el resultado! 😍,158,321,13,2025-04-11T18:03:55.000Z,Friday,18,False,False,reel,0,1,1,False,False,880000,616,0.0004,0.0405,neutro,1,0.0,otro,23.85,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DIGrhpfCgwO/,"Así de bonita le ha quedado la piel a @martamarsal después de aplicarse el Bronzing radiance 🤎🌞 bronceada, hidratada y sana en solo 3 días, sin necesidad de exponerte al sol ✨",175,291,10,2025-04-06T12:02:08.000Z,Sunday,12,False,False,reel,0,1,1,False,False,880000,616,0.0003,0.0344,neutro,0,0.0,otro,41.03,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DICLSL5p0xJ/,"Tranquila. Querer mejorar la apariencia de la celulitis y la piel de naranja está bien. ¡Te lo explicamos!

🍊 ¿Qué es la celulitis?
La celulitis es natural, todo empieza en las células grasas: al sufrir hipertrofia, crecen en tamaño y volumen, comprimiendo los vasos sanguíneos y linfáticos. Esto aumenta el almacenamiento de grasa, altera la estructura del tejido adiposo y se forman las famosas irregularidades que conocemos como piel de naranja.

🔍 ¿Sabías que reducir la celulitis es mejorar el funcionamiento de tu piel?
Para ello necesitas romper los enlaces moleculares de ácidos grasos (beta oxidación), quemar la grasa acumulada y aumentar la lipólisis.

✅ ¿La clave? Combinar productos que te ayuden a disminuir la concentración de lípidos y aumentar la microcirculación combinándolo con una dieta equilibrada y ejercicio. 👉🏼 Pero, recuerda: Tener celulitis es normal y cada piel es única ✨",900,203,0,2025-04-04T18:03:18.000Z,Friday,18,False,False,reel,0,0,4,True,False,880000,616,0.0002,0.0,positivo,1,0.0,otro,38.86,0,1
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DH0xCDeBU5z/,"''Tengo estrías, y la piel enseguida se me irrita. Con el embarazo, descubrí Freshly por una enfermera. Quería asegurarme de que lo que usaba era bueno para mí y para el bebé. Enseguida noté la piel más hidratada y cómo se reducían las estrías. Me encantó. Su olor y cómo deja la piel suave, sedosa… ffffff increíble. ¡¿Y la cicatriz?! No sabéis cómo me ha mejorado.'' 

Cada día recibimos reseñas como esta. 🤎 ¡Descúbrelas todas en nuestra página web! ✨ #freshlystories",470,209,1,2025-03-30T13:03:43.000Z,Sunday,13,False,False,reel,1,0,0,True,False,880000,616,0.0002,0.0048,positivo,2,0.0123,otro,58.71,1,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DHjYei9sLkf/,"''Antes se me caía MUCHO el pelo. Lo veía por todas partes. Se me debilitó por el estrés, cambios hormonales… Probé algún anticaída, pero a la que paraba, volvía a empezar de cero. Me hablaron muy bien de este sérum de Freshly y me animé. Enseguida noté un cambio… A los 2 meses ya veía pelitos nuevos. Ha pasado un año y he recuperado mi melena. Noto el pelo denso, y mira, no se rompe. Está sano.''

¡Gracias por compartir vuestras experiencias! ¿Y tú, has aprendido a cuidar tu cabello?🤎 #FreshlyStories",506,207,0,2025-03-23T19:02:11.000Z,Sunday,19,False,False,reel,1,0,0,True,False,880000,616,0.0002,0.0,positivo,1,0.011,promoción,63.63,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DHa9WqlRww9/,"💧Piel 115% más hidratada
☁️Alivia el picor y la sensación de calor
🌸Disminuye el enrojecimiento, la rugosidad y la descamación
💫Regenera y protege del daño oxidativo

Cica Calm Moisturising Cream, con centella asiática.",219,237,6,2025-03-20T12:31:15.000Z,Thursday,12,False,False,reel,0,0,3,False,False,880000,616,0.0003,0.0253,positivo,0,0.0,otro,19.52,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DHHD7rguII4/,"Pieles sensibles, de brotes de acné, de sequedad y caída capilar por tratamientos médicos agresivos… Cada día recibimos historias en las que nos contáis cómo habéis aprendido a cuidar vuestra piel para mejorarla y sentiros a gusto en ella. ✨

 ¡Gracias por compartir vuestras experiencias! Hoy queremos que sirvan de inspiración a otras mujeres que también sufren por su piel y necesitan un cuidado real. ¿Ha sufrido por tu piel? ¿Has aprendido a cuidarla? ¡Te leemos! 🤎 #freshlystories",486,233,6,2025-03-12T19:03:54.000Z,Wednesday,19,False,False,reel,1,0,0,True,False,880000,616,0.0003,0.0258,positivo,2,0.0128,otro,53.38,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DGv4bO3tijy/,"¡Vuestra voz, nuestra inspiración! Cada día recibimos historias como las de Carmen o Marina. Historias de pieles sensibles, brotes de acné, cicatrices… y de cómo, con el cuidado adecuado, habéis logrado sentiros a gusto. Este mensaje es para agradeceros la confianza en Freshly, por compartir vuestras experiencias y por ser parte de esta comunidad.

Mujeres que, tras un tratamiento médico, habéis recuperado la confianza. Mujeres que habéis encontrado en nuestras asesorías el apoyo que necesitabais durante el embarazo. Cada una de vuestras historias nos inspira y nos impulsa a seguir seguir avanzando hacia una cosmética más segura, efectiva y respetuosa 🔬

Porque vuestra salud es nuestra prioridad. Gracias por confiar en Freshly 🤎 #FreshlyStories",754,292,1,2025-03-03T19:00:00.000Z,Monday,19,False,False,reel,1,0,1,False,False,880000,616,0.0003,0.0034,positivo,1,0.0088,otro,33.24,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DGjAv2TicgF/,"¿Cómo pasar de un pelo enredado a un pelazo brillante y sin frizz? ✨✨✨✨ Taaaan sencillo como aplicarte este protector térmico 99,4% natural, con keratina vegetal y sin siliconas, para mejorar el pelo seco, encrespado y sin brillo.

Los resultados hablan por sí solos ¿Y tú, te atreves a probarlo?",296,304,10,2025-02-26T19:03:32.000Z,Wednesday,19,False,False,reel,0,0,0,True,False,880000,616,0.0004,0.0329,neutro,0,0.0,otro,43.5,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DGbSS2bv7lJ/,"¿Usas secadores, planchas…? Protege tu cabello y desenrédalo fácilmente con el Hair Radiance Keratin Spray👇🏻

⚡️ Desenreda y facilita el peinado en un 39% en cada cepillado
⚡️ Aumenta en un 44% la resistencia del cabello ante daños térmicos (planchas, secadores…) 
⚡️ Protege de la radiación solar un 62%
⚡️ Incrementa un 36% el brillo y un 14% la hidratación capilar
⚡️ Repara hasta en un 90% las cutículas dañadas
⚡️ Logra un acabado suave, fuerte, brillante y con volumen

¿Conocías todos sus beneficios? ¡Os leemos!",519,231,5,2025-02-23T19:02:41.000Z,Sunday,19,False,False,reel,0,0,2,True,False,880000,616,0.0003,0.0216,neutro,1,0.0,otro,22.42,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DGTj33SRqEZ/,"¿Sabías que diseñamos en nuestro laboratorio cada una de nuestras fórmulas con una tecnología exclusiva y pionera? 🔬

De esta forma conseguimos:
✅ Transformar ingredientes de origen natural de alta calidad en soluciones efectivas, seguras y respetuosas.
✅ Innovación constante de la mano de nuestro propio equipo.
✅ Tecnología exclusiva y pionera.
✅ Eficacia clínica testada

¿Os gustaría saber más sobre nuestra innovación? 🔍",426,240,8,2025-02-20T19:02:21.000Z,Thursday,19,False,False,reel,0,0,2,True,False,880000,616,0.0003,0.0333,neutro,0,0.0,producto,21.49,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DGBiVyviVdX/,"¿Estrías, sequedad, cicatrices? Estos son los activos que consiguen nutrir tu piel y mejorar la apariencia de estrías y cicatrices 👇🏻🔬

✨ Astaxantina
Actúa como antioxidante y combate las radiaciones UV y el tabaco previniendo el envejecimiento cutáneo.

✨ Aceite de Marula
Rico en antioxidantes y altamente hidratante. Ayuda a prevenir y reducir estrías, aportar luminosidad y atenuar rojeces, irritaciones y cicatrices.

✨ Aceite de Jojoba
Alta concentración en ceramidas

✨ Aceite de Rosa Mosqueta
Mejora la apariencia de cicatrices, estrías y flacidez cutánea.

Puedes encontrarlos en nuestro bestseller Golden Radiance Body Oil🤎",633,243,6,2025-02-13T19:02:37.000Z,Thursday,19,False,False,reel,0,0,3,True,False,880000,616,0.0003,0.0247,positivo,0,0.0,otro,25.63,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFvg7wQN0u-/,"¿Sabías que... el orden de tu skincare influye en su efectividad?

🔍 Esto dependerá de su textura y función

✅  Ordénalos de más ligero a más denso:
Los productos acuosos, como los tónicos y sérums, se absorben más rápido, mientras que los más densos, como las cremas y aceites, sellan la hidratación.

‼️ Hay excepciones:
Por ejemplo, en caso de los tratamientos para manchas o acné, se aplican primero para asegurar que la piel los absorbe correctamente y potencia su efectividad.

¿Sigues este orden en tu rutina? Cuéntanos en comentarios👇🏻",543,288,5,2025-02-06T19:04:03.000Z,Thursday,19,False,False,reel,0,0,3,True,True,880000,616,0.0003,0.0174,neutro,0,0.0,rutina,49.15,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFnyaCopcky/,"Rutina rápida para una piel luminosa y protegida ✨ En menos de 3 minutos, cuida tu piel con esta rutina que lo tiene TODO:

🌸Rose Quartz Facial Cleanser
👁️Hyper Concentrate Eye Contour Serum
🥛Multi-Peptide Hydra Milk
🍊Vitamin C Concentrate Serum

¡Link en la BIO para aprovechar el -25% de descuento!",300,292,10,2025-02-03T19:02:56.000Z,Monday,19,False,False,reel,0,0,3,False,False,880000,616,0.0003,0.0342,neutro,1,0.0,rutina,8.62,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFflCmBN6TP/,"Charlando un ratito con vosotros y resolviendo dudas sobre la leche facial rica en péptidos: Hydra Milk🥛🫶🏻

¡Podéis dejar vuestras dudas aquí!👇🏼",144,316,11,2025-01-31T14:32:07.000Z,Friday,14,False,False,reel,0,0,3,False,False,880000,616,0.0004,0.0348,neutro,1,0.0,otro,42.22,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFdfN8hqzzk/,"Guárdate esta fecha: 31/01/2025 🗓️ porque después de más de siete semanas de espera, vuelve el Multi-Peptide Hydra Milk 🥛: la leche hidratante que transforma tu piel con el poder de los péptidos, devolviendo la luminosidad e hidratando en profundidad.

¡Levanta la 🙋🏻‍♀️ si tú también la estabas esperando! 😏",308,381,38,2025-01-30T19:02:51.000Z,Thursday,19,False,False,reel,0,0,4,False,False,880000,616,0.0005,0.0997,neutro,1,0.0,otro,43.72,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFLdoHGsdnt/,"¡Variedad de pieles, variedad de Freshly! ¿Cuál es tu favorito? 🌈👇🏻

✔️ Fórmulas +99% naturales
✔️ Eficacia clínica
✔️ Sin efectos adversos
✔️ Testadas por dermatólogos independientes
✔️ Biocompatibles

¡Deja el emoji de tu favorito en comentarios! 😏",250,402,7,2025-01-23T19:02:28.000Z,Thursday,19,False,False,reel,0,0,4,True,True,880000,616,0.0005,0.0174,positivo,2,0.0,otro,24.42,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DFDvXh9JKxZ/,"Te explicamos por qué el Ácido Azelaico es el ingrediente clave para pieles con acné, rosácea y cuperosis ☝🏼🌸

Combinado con otros activos como la Flor de Azafrán, el Pino Marítimo o el Honokiol Magnolol consigue:
✔ Reducir un 98.8% la inflamación responsable de las rojeces.
✔ Disminuir un 30% la producción de sebo.
✔ Prevenir y reducir espinillas, granos y otros signos del acné.

Puedes encontrarlo en nuestro Azelaic Radiance Face Sérum 💜",443,240,15,2025-01-20T19:03:37.000Z,Monday,19,False,False,reel,0,0,3,False,False,880000,616,0.0003,0.0625,neutro,0,0.0,producto,45.7,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DEui7d5q4gT/,"Esto es lo que opina la comunidad del Collagen Flash Bomb 👇

G.M.D.L.T. ⭐️⭐️⭐️⭐️⭐️
",83,278,7,2025-01-12T13:30:50.000Z,Sunday,13,False,False,reel,0,0,1,False,False,880000,616,0.0003,0.0252,neutro,0,0.0,otro,74.81,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DEr3Q39Idjp/,"El esencial para conseguir un rostro descansado 🩶 El Collagen Flash Bomb aumenta la firmeza y la elasticidad con colágeno vegano 100% idéntico al de la piel. Además, con un efecto flash instantáneo.",198,424,15,2025-01-11T12:31:05.000Z,Saturday,12,False,False,reel,0,0,0,False,False,880000,616,0.0005,0.0354,neutro,0,0.0,otro,47.83,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DEPkiOlNeDh/,Aquí tienes una idea de maquillaje para esta Nochevieja ✨❤️ ¿Tú ya tienes claro todo tu look? Envíaselo a esa amiga que aún está indecisa 😏,139,314,2,2024-12-31T12:48:22.000Z,Tuesday,12,False,False,reel,0,0,1,True,False,880000,616,0.0004,0.0064,neutro,0,0.0,otro,50.13,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/reel/DEH-k4sPe1m/,"¿Sabías que la piel del contorno de tus ojos es 10 veces más delgada que la del resto de tu rostro? ✨

Esta zona es más delicada, tiene menos colágeno y glándulas sebáceas, lo que la hace más propensa a las arrugas, hinchazón y sequedad, por eso necesita un cuidado especial. 

👉🏼 ¿Cómo aplicarlo correctamente? Usa tu dedo anular, que aplica la menor presión, y realiza pequeños toquecitos para que el producto se absorba sin dañar la piel. 

¿Sabías esto? ¡Déjanos un comentario si tienes dudas sobre tu rutina! 💛",515,377,10,2024-12-28T14:01:56.000Z,Saturday,14,False,False,reel,0,0,3,True,True,880000,616,0.0004,0.0265,neutro,1,0.0,rutina,50.12,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DG1CU7URNJq/,"Acné, caída capilar, manchas, estrías... Sabemos lo que es buscar una solución y no encontrarla. Por eso creamos fórmulas innovadoras que realmente funcionan, con ingredientes naturales y eficaces que respetan tu piel.

Cada día, mujeres como Sara, Carmen o Marina nos comparten sus historias. Historias de pieles que han recuperado su equilibrio, de cabellos que vuelven a crecer más fuertes y de cuerpos que se sienten más cuidados. 🤎

“Probé de todo y mi piel reaccionaba… hasta que descubrí Freshly'' 💬 #FreshlyStories",522,434,16,2025-03-05T19:03:10.000Z,Wednesday,19,False,False,carrusel,1,0,1,False,True,880000,616,0.0005,0.0369,positivo,0,0.0122,producto,45.25,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJbmPNqMVUQ/,"#ComingSoon: PREBIOTIC BALANCE BODY LOTION 🔹

Hoy os desvelamos el primer lanzamiento del año. Una loción hidratante y reparadora con prebióticos y triple ceramida, 99,5% natural. Equilibra el microbioma cutáneo para mejorar pieles secas y descamadas.

🧴 Proporciona suavidad y confort duraderos
⚖️ Equilibra el microbioma cutáneo con prebióticos
🔬 Respeta y mantiene el pH óptimo de la piel (4,5-5,5)
💧+46% de hidratación al instante
 +56% de hidratación incluso tras 21 días
✨ 100% nota la piel más calmada y suave

El complejo de triple ceramida aporta los lípidos necesarios para mantener firme la estructura de la piel, ayudando a restaurar y fortalecer la barrera cutánea. Y no solo eso, además, estimula la producción natural de ceramidas.

EMPIEZA LA CUENTA ATRÁS… ⏳",774,678,37,2025-05-09T11:30:54.000Z,Friday,11,False,False,foto,1,0,3,False,False,880000,616,0.0008,0.0546,neutro,0,0.0082,otro,36.24,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJZuW7-Jfyp/,"El primer lanzamiento del año cada vez está más cerca. Te dejamos algunas pistas 😉 👆🏻

Seguimos leyendo vuestras predicciones... ¡Puede (solo puede) que alguien de vosotros ya lo haya adivinado! 🫢",196,578,66,2025-05-08T18:03:34.000Z,Thursday,18,False,False,carrusel,0,0,3,False,False,880000,616,0.0007,0.1142,neutro,1,0.0,otro,59.91,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJUk5OjJvQ_/,"#Comingsoon Con la piel queremos encontrar calma, suavidad y equilibrio. ✨",74,311,4,2025-05-06T18:04:40.000Z,Tuesday,18,False,False,carrusel,1,0,0,False,False,880000,616,0.0004,0.0129,neutro,0,0.0909,otro,27.49,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJPa_BKMJQM/,"Más de 30.000 madres nos han compartido sus sentimientos. Hoy, la más importante es la tuya.✨
Pregúntale a tu madre cómo está y escúchala de verdad. Porque a veces, un ",168,165,0,2025-05-04T18:01:41.000Z,Sunday,18,False,False,foto,0,0,0,False,False,880000,616,0.0002,0.0,neutro,0,0.0,otro,73.85,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJKRr7KsT60/,"Este Día de la Madre, regálale lo que de verdad necesita: un momento solo para ella. Porque aunque no siempre lo diga, lo necesita. Y se lo merece.

✨Golden Radiance Body Oil - Mejora la apariencia de estrías y cicatrices, además de nutrir en profundidad.
💧Hyaluronic Energy Body Serum - Alivio inmediato, con la acción refrescante del mentol; y confort duradero, gracias a sus activos drenantes y anti inflamatorios, que mejoran la circulación cutánea y reducen la retención de líquidos.
🧬Collagen Flash Bomb - Su potente fórmula natural consigue reafirmar, rellenar y redensificar tu piel. Además, consigue aumentar la elasticidad de la piel y reducir en un 27% líneas de expresión y arrugas.
🌸Hyper-Concentrate Eye Serum - Combina 8 tecnologías naturales y clínicas que actúan al mismo tiempo para reducir ojeras, bolsas, párpados caídos, líneas de expresión y pigmentación desigual, con resultados visibles en 14 días
❤️Ceramide Barrier Oil Serum -  Gracias a su fórmula 100% natural con tecnología anti reacción, que combina ceramidas bioidénticas, aceites vegetales y ectoína, logra fortalecer la barrera cutánea, reteniendo la hidratación y calmando la piel.

No es solo un producto. Es un mensaje: ",1206,396,0,2025-05-02T18:04:29.000Z,Friday,18,False,False,carrusel,0,0,2,False,False,880000,616,0.0004,0.0,neutro,0,0.0,otro,33.21,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DJFH95PsbJs/,"Después de escuchar a las verdaderas protagonistas y preguntarles cómo se sienten... vimos muchas respuestas similares:
💬 “Estoy cansada”, “No tengo tiempo para mí”, “Siempre pienso en los demás antes que en mí”.

Sabemos que ser mamá no se detiene. Pero también creemos que cuidarte no debería ser un lujo. Porque mereces sentirte bien, verte bien y priorizarte, sin culpa.",374,289,4,2025-04-30T18:03:06.000Z,Wednesday,18,False,False,carrusel,0,0,1,False,False,880000,616,0.0003,0.0138,neutro,0,0.0,otro,61.51,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DI1rOgSKrH8/,"Sois muchas. Muchísimas. Las que habéis escrito. Las que os habéis abierto. Las que habéis puesto en palabras lo que tantas veces se calla.

Nos contasteis cómo os sentís y, detrás de cada comentario, hay una historia. Cansancio, alegría, contradicción... Todo es válido. Porque detrás, siempre hay un corazón enorme intentando hacerlo lo mejor posible. ✨",355,264,0,2025-04-24T18:03:33.000Z,Thursday,18,False,False,carrusel,0,0,0,False,True,880000,616,0.0003,0.0,neutro,0,0.0,otro,65.04,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIzGYh-sFui/,"A veces la respuesta no sale fácil. A veces ni siquiera sabemos cómo poner en palabras todo lo que sentimos. Pero cuando alguien nos pregunta de verdad, con el corazón abierto… algo se mueve.

Hoy abrimos ese espacio para que puedas decir lo que te pesa, lo que no habías dicho hasta ahora y lo que sabes que puede ayudar a muchas madres ❤️.

💬 Déjalo en los comentarios. Porque nombrarlo también es cuidarte. Y aquí, te escuchamos.",432,519,11,2025-04-23T18:02:55.000Z,Wednesday,18,False,False,carrusel,0,0,1,False,True,880000,616,0.0006,0.0212,neutro,0,0.0,otro,65.58,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIb7TUhurh9/,"Estos fueron vuestros favoritos de primavera el año pasado 🌸. Y estamos seguros de que este año lo seguirán siendo:

🔥 Beta-Burner - Que mejora la apariencia de celulitis y piel de naranja llegando de una vez por todas a la raíz del asunto.
🍫 Bronzing Radiance - Un autobronceador con el que te verás un bronceado natural y uniforme en solo 3 días.
🐣 Kids Protection Sunscreen - Una crema solar hidratante de amplio espectro y protección SPF 50+, que protege la piel de los rayos UVB y UVA a base de filtros físicos minerales. 

¿Ya te has hecho con alguno de ellos? Déjanos en comentarios cual es el Freshly que no te puede faltar en primavera 😍.",647,273,7,2025-04-14T18:03:46.000Z,Monday,18,False,False,carrusel,0,0,5,True,True,880000,616,0.0003,0.0256,negativo,0,0.0,otro,52.39,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIZWY0aOlWl/,"Piel bronceada todo el año sin necesidad de exposición solar ✅ ¿Que más se puede pedir? 👇🏻

🤎 ¡Resultados en 3 días!
🤎 Potencia el bronceado natural, con o sin sol
🤎  Acabado uniforme, sin manchas y gradual: tú controlas el resultado
🤎  Se adapta a tu tipo de piel y tono
🤎  Mejora arrugas, manchas, firmeza e hidratación

Bronzing Self-Tanning Cream ✨ ¡Encuéntralo en nuestra página web!",388,263,16,2025-04-13T18:02:32.000Z,Sunday,18,False,False,carrusel,0,0,2,True,False,880000,616,0.0003,0.0608,positivo,2,0.0,otro,45.54,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIRoCs6u1uh/,No nos hemos podido resistir a sumarnos a este trend con 3 de nuestros esenciales para esta primavera 🌸🌸🌸,105,1194,21,2025-04-10T18:02:52.000Z,Thursday,18,False,False,carrusel,0,0,3,False,False,880000,616,0.0014,0.0176,neutro,0,0.0,otro,38.17,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIPDZ-xNSdL/,"Nuestro Freshly Factory ya huele a primavera, buen tiempo, piel bronceada, días más largos, deporte al aire libre y primeros paseos por la playa. 🌸🌞🌱 ¿Quién de vosotros ya tenía ganas de este mood? 🤎✨",200,413,25,2025-04-09T18:04:27.000Z,Wednesday,18,False,False,carrusel,0,0,3,True,False,880000,616,0.0005,0.0605,positivo,0,0.0,otro,64.47,0,0
freshlycosmetics_es,https://www.instagram.com/freshlycosmetics_es/p/DIJ500AsTGr/,"Empieza el buen tiempo y también las ganas de lucir una piel sana y bronceada. 🤎✨ ¿Sabías que puedes conseguirlo sin exposición solar? 

👉🏼 ¡Te resolvemos algunas de las dudas más frecuentes sobre nuestra crema bronceadora Bronzing Self-Tanning Cream! 🌞

¿Alguna pregunta más? Hablamos en comentarios 👇🏻",303,493,76,2025-04-07T18:17:57.000Z,Monday,18,False,False,carrusel,0,0,5,True,True,880000,616,0.0006,0.1542,neutro,1,0.0,otro,42.68,0,0
